,gameId,date,time,hId,hScore,vId,vScore
350,0022100285,20211126,8:00 PM ET,1610612763,100,1610612737,132
351,0022100286,20211126,8:00 PM ET,1610612760,99,1610612764,101
352,0022100287,20211126,8:30 PM ET,1610612759,96,1610612738,88
353,0022100288,20211126,9:00 PM ET,1610612743,109,1610612749,120
354,0022100289,20211126,9:00 PM ET,1610612762,97,1610612740,98
355,0022100290,20211126,10:00 PM ET,1610612744,118,1610612757,103
356,0022100291,20211126,10:30 PM ET,1610612747,137,1610612758,141
357,0022100292,20211127,6:00 PM ET,1610612755,120,1610612750,121
358,0022100293,20211127,7:30 PM ET,1610612737,90,1610612752,99
359,0022100294,20211127,7:30 PM ET,1610612751,107,1610612756,113
360,0022100295,20211127,8:00 PM ET,1610612739,105,1610612753,92
361,0022100296,20211127,8:00 PM ET,1610612741,104,1610612748,107
362,0022100297,20211127,8:00 PM ET,1610612745,146,1610612766,143
363,0022100298,20211127,8:30 PM ET,1610612742,114,1610612764,120
364,0022100299,20211127,9:00 PM ET,1610612762,127,1610612740,105
365,0022100300,20211128,3:30 PM ET,1610612746,90,1610612744,105
366,0022100301,20211128,5:00 PM ET,1610612754,100,1610612749,118
367,0022100302,20211128,6:00 PM ET,1610612761,97,1610612738,109
368,0022100303,20211128,6:00 PM ET,1610612763,128,1610612758,101
369,0022100304,20211128,9:30 PM ET,1610612747,110,1610612765,106
370,0022100305,20211129,7:00 PM ET,1610612755,101,1610612753,96
371,0022100306,20211129,7:30 PM ET,1610612748,111,1610612743,120
372,0022100307,20211129,8:00 PM ET,1610612741,133,1610612766,119
373,0022100308,20211129,8:00 PM ET,1610612745,102,1610612760,89
374,0022100309,20211129,8:00 PM ET,1610612750,100,1610612754,98
375,0022100310,20211129,8:30 PM ET,1610612742,96,1610612739,114
376,0022100311,20211129,8:30 PM ET,1610612759,116,1610612764,99
377,0022100312,20211129,9:00 PM ET,1610612762,129,1610612757,107
378,0022100313,20211129,10:30 PM ET,1610612746,104,1610612740,123
379,0022100314,20211130,7:30 PM ET,1610612751,112,1610612752,110
380,0022100315,20211130,7:30 PM ET,1610612761,91,1610612763,98
381,0022100316,20211130,10:00 PM ET,1610612756,104,1610612744,96
382,0022100317,20211130,10:00 PM ET,1610612757,110,1610612765,92
383,0022100318,20211130,10:00 PM ET,1610612758,92,1610612747,117
384,0022100319,20211201,7:00 PM ET,1610612754,111,1610612737,114
385,0022100320,20211201,7:00 PM ET,1610612753,108,1610612743,103
386,0022100321,20211201,7:00 PM ET,1610612764,115,1610612750,107
387,0022100322,20211201,7:30 PM ET,1610612738,88,1610612755,87
388,0022100323,20211201,7:30 PM ET,1610612748,85,1610612739,111
389,0022100324,20211201,8:00 PM ET,1610612749,127,1610612766,125
390,0022100325,20211201,8:00 PM ET,1610612740,107,1610612742,139
391,0022100326,20211201,8:00 PM ET,1610612760,110,1610612745,114
392,0022100327,20211201,10:30 PM ET,1610612746,115,1610612758,124
393,0022100328,20211202,7:30 PM ET,1610612752,115,1610612741,119
394,0022100329,20211202,7:30 PM ET,1610612761,97,1610612749,93
395,0022100330,20211202,8:00 PM ET,1610612763,152,1610612760,79
396,0022100331,20211202,9:00 PM ET,1610612756,114,1610612765,103
397,0022100332,20211202,10:00 PM ET,1610612757,83,1610612759,114
398,0022100333,20211203,7:00 PM ET,1610612754,104,1610612748,113
399,0022100334,20211203,7:00 PM ET,1610612764,101,1610612739,116
400,0022100335,20211203,7:30 PM ET,1610612737,96,1610612755,98
401,0022100336,20211203,7:30 PM ET,1610612751,110,1610612750,105
402,0022100337,20211203,8:00 PM ET,1610612745,118,1610612753,116
403,0022100338,20211203,8:30 PM ET,1610612742,91,1610612740,107
404,0022100339,20211203,9:00 PM ET,1610612762,137,1610612738,130
405,0022100340,20211203,10:00 PM ET,1610612744,118,1610612756,96
406,0022100341,20211203,10:00 PM ET,1610612747,115,1610612746,119
407,0022100342,20211204,1:00 PM ET,1610612752,99,1610612743,113
408,0022100343,20211204,8:00 PM ET,1610612751,107,1610612741,111
409,0022100344,20211204,8:00 PM ET,1610612749,124,1610612748,102
410,0022100345,20211204,8:30 PM ET,1610612742,90,1610612763,97
411,0022100346,20211204,8:30 PM ET,1610612744,107,1610612759,112
412,0022100347,20211204,10:00 PM ET,1610612757,117,1610612738,145
413,0022100348,20211204,10:00 PM ET,1610612758,104,1610612746,99
414,0022100349,20211205,3:30 PM ET,1610612739,108,1610612762,109
415,0022100350,20211205,6:00 PM ET,1610612737,127,1610612766,130
416,0022100351,20211205,6:00 PM ET,1610612761,102,1610612764,90
417,0022100352,20211205,7:00 PM ET,1610612745,118,1610612740,108
418,0022100353,20211206,7:00 PM ET,1610612766,124,1610612755,127
419,0022100354,20211206,7:00 PM ET,1610612765,103,1610612760,114
420,0022100355,20211206,7:00 PM ET,1610612754,116,1610612764,110
421,0022100356,20211206,7:30 PM ET,1610612748,90,1610612763,105
422,0022100357,20211206,8:00 PM ET,1610612741,109,1610612743,97
423,0022100358,20211206,8:00 PM ET,1610612749,112,1610612739,104
424,0022100359,20211206,8:00 PM ET,1610612750,110,1610612737,121
425,0022100360,20211206,9:00 PM ET,1610612756,108,1610612759,104
426,0022100361,20211206,10:00 PM ET,1610612744,126,1610612753,95
427,0022100362,20211206,10:00 PM ET,1610612757,90,1610612746,102
428,0022100363,20211207,7:30 PM ET,1610612742,99,1610612751,102
429,0022100364,20211207,8:30 PM ET,1610612759,109,1610612752,121
430,0022100365,20211207,10:00 PM ET,1610612747,117,1610612738,102
431,0022100366,20211208,7:00 PM ET,1610612766,106,1610612755,110
432,0022100367,20211208,7:00 PM ET,1610612739,115,1610612741,92
433,0022100368,20211208,7:00 PM ET,1610612765,116,1610612764,119
434,0022100369,20211208,7:00 PM ET,1610612754,122,1610612752,102
435,0022100370,20211208,7:30 PM ET,1610612748,113,1610612749,104
436,0022100371,20211208,7:30 PM ET,1610612761,109,1610612760,110
437,0022100372,20211208,8:00 PM ET,1610612745,114,1610612751,104
438,0022100373,20211208,8:00 PM ET,1610612763,96,1610612742,104
439,0022100374,20211208,8:00 PM ET,1610612750,104,1610612762,136
440,0022100375,20211208,8:00 PM ET,1610612740,114,1610612743,120
441,0022100376,20211208,10:00 PM ET,1610612744,104,1610612757,94
442,0022100377,20211208,10:00 PM ET,1610612758,142,1610612753,130
443,0022100378,20211208,10:30 PM ET,1610612746,114,1610612738,111
444,0022100379,20211209,7:00 PM ET,1610612755,96,1610612762,118
445,0022100380,20211209,8:00 PM ET,1610612763,108,1610612747,95
446,0022100381,20211209,8:30 PM ET,1610612759,123,1610612743,111
447,0022100382,20211210,7:00 PM ET,1610612766,124,1610612758,123
448,0022100383,20211210,7:00 PM ET,1610612754,106,1610612742,93
449,0022100384,20211210,7:30 PM ET,1610612737,105,1610612751,113
450,0022100385,20211210,7:30 PM ET,1610612761,90,1610612752,87
451,0022100386,20211210,8:00 PM ET,1610612745,114,1610612749,123
452,0022100387,20211210,8:00 PM ET,1610612750,106,1610612739,123
453,0022100388,20211210,8:00 PM ET,1610612740,109,1610612765,93
454,0022100389,20211210,8:00 PM ET,1610612760,95,1610612747,116
455,0022100390,20211210,10:00 PM ET,1610612756,111,1610612738,90
456,0022100391,20211211,3:30 PM ET,1610612746,106,1610612753,104
457,0022100392,20211211,7:00 PM ET,1610612764,98,1610612762,123
458,0022100393,20211211,8:00 PM ET,1610612739,117,1610612758,103
459,0022100394,20211211,8:00 PM ET,1610612748,118,1610612741,92
460,0022100395,20211211,8:00 PM ET,1610612763,113,1610612745,106
461,0022100396,20211211,8:30 PM ET,1610612755,102,1610612744,93
462,0022100397,20211211,8:30 PM ET,1610612759,112,1610612743,127
463,0022100398,20211212,12:00 PM ET,1610612752,97,1610612749,112
464,0022100399,20211212,6:00 PM ET,1610612765,104,1610612751,116
465,0022100400,20211212,7:00 PM ET,1610612760,84,1610612742,103
466,0022100401,20211212,7:00 PM ET,1610612759,112,1610612740,97
467,0022100402,20211212,9:00 PM ET,1610612757,111,1610612750,116
468,0022100403,20211212,9:30 PM ET,1610612747,106,1610612753,94
469,0022100404,20211213,7:00 PM ET,1610612739,105,1610612748,94
470,0022100405,20211213,7:00 PM ET,1610612754,100,1610612744,102
471,0022100406,20211213,7:00 PM ET,1610612761,124,1610612758,101
472,0022100407,20211213,7:30 PM ET,1610612737,126,1610612745,132
473,0022100408,20211213,7:30 PM ET,1610612738,117,1610612749,103
474,0022100409,20211213,8:00 PM ET,1610612763,126,1610612755,91
475,0022100410,20211213,8:30 PM ET,1610612742,120,1610612766,96
476,0022100411,20211213,9:00 PM ET,1610612743,113,1610612764,107
477,0022100412,20211213,10:30 PM ET,1610612746,111,1610612756,95
478,0022100413,20211214,7:30 PM ET,1610612751,131,1610612761,129
479,0022100414,20211214,7:30 PM ET,1610612752,96,1610612744,105
480,0022100416,20211214,10:00 PM ET,1610612757,107,1610612756,111
481,0022100417,20211215,7:00 PM ET,1610612739,124,1610612745,89
482,0022100418,20211215,7:00 PM ET,1610612753,99,1610612737,111
483,0022100419,20211215,7:00 PM ET,1610612755,96,1610612748,101
484,0022100420,20211215,7:30 PM ET,1610612742,104,1610612747,107
485,0022100421,20211215,8:00 PM ET,1610612749,114,1610612754,99
486,0022100422,20211215,8:00 PM ET,1610612760,110,1610612740,113
487,0022100423,20211215,8:30 PM ET,1610612759,115,1610612766,131
488,0022100424,20211215,9:00 PM ET,1610612743,107,1610612750,124
489,0022100425,20211215,10:00 PM ET,1610612762,124,1610612746,103
490,0022100426,20211215,10:00 PM ET,1610612757,103,1610612763,113
491,0022100427,20211215,10:00 PM ET,1610612758,119,1610612764,105
492,0022100428,20211216,7:00 PM ET,1610612754,122,1610612765,113
493,0022100429,20211216,7:30 PM ET,1610612751,114,1610612755,105
494,0022100431,20211216,8:00 PM ET,1610612745,103,1610612752,116
495,0022100432,20211216,9:00 PM ET,1610612756,118,1610612764,98
496,0022100433,20211217,7:00 PM ET,1610612753,105,1610612748,115
497,0022100434,20211217,7:30 PM ET,1610612737,115,1610612743,133
498,0022100435,20211217,7:30 PM ET,1610612738,107,1610612744,111
499,0022100438,20211217,8:00 PM ET,1610612740,116,1610612749,112
500,0022100437,20211217,9:00 PM ET,1610612762,126,1610612759,128
501,0022100436,20211217,10:00 PM ET,1610612750,110,1610612747,92
502,0022100439,20211217,10:00 PM ET,1610612757,125,1610612766,116
503,0022100440,20211217,10:00 PM ET,1610612758,105,1610612763,124
504,0022100441,20211218,12:00 PM ET,1610612765,107,1610612745,116
505,0022100445,20211218,7:00 PM ET,1610612738,114,1610612752,107
506,0022100442,20211218,7:30 PM ET,1610612751,93,1610612753,100
507,0022100443,20211218,7:30 PM ET,1610612761,119,1610612744,100
508,0022100444,20211218,8:00 PM ET,1610612760,104,1610612746,103
509,0022100446,20211218,9:00 PM ET,1610612749,90,1610612739,119
510,0022100447,20211218,9:00 PM ET,1610612762,103,1610612764,109
511,0022100449,20211219,6:00 PM ET,1610612765,100,1610612748,90
512,0022100450,20211219,6:00 PM ET,1610612763,100,1610612757,105
513,0022100451,20211219,6:00 PM ET,1610612758,121,1610612759,114
514,0022100448,20211219,8:00 PM ET,1610612741,115,1610612747,110
515,0022100455,20211219,8:00 PM ET,1610612750,111,1610612742,105
516,0022100456,20211219,8:00 PM ET,1610612756,137,1610612766,106
517,0022100457,20211220,7:30 PM ET,1610612738,103,1610612755,108
518,0022100459,20211220,8:00 PM ET,1610612741,133,1610612745,118
519,0022100460,20211220,8:00 PM ET,1610612763,99,1610612760,102
520,0022100461,20211220,9:00 PM ET,1610612762,112,1610612766,102
521,0022100462,20211220,10:00 PM ET,1610612744,113,1610612758,98
522,0022100463,20211220,10:30 PM ET,1610612746,92,1610612759,116
523,0022100465,20211221,7:30 PM ET,1610612748,125,1610612754,96
524,0022100466,20211221,7:30 PM ET,1610612752,105,1610612765,91
525,0022100467,20211221,8:00 PM ET,1610612740,111,1610612757,97
526,0022100468,20211221,8:30 PM ET,1610612742,114,1610612750,102
527,0022100469,20211221,10:00 PM ET,1610612747,90,1610612756,108
528,0022100470,20211222,7:30 PM ET,1610612737,98,1610612753,104
529,0022100471,20211222,7:30 PM ET,1610612738,111,1610612739,101
530,0022100473,20211222,8:00 PM ET,1610612749,126,1610612745,106
531,0022100474,20211222,8:00 PM ET,1610612760,108,1610612743,94
532,0022100475,20211222,10:00 PM ET,1610612758,89,1610612746,105
533,0022100476,20211223,7:00 PM ET,1610612754,118,1610612745,106
534,0022100477,20211223,7:00 PM ET,1610612753,104,1610612740,110
535,0022100478,20211223,7:00 PM ET,1610612755,96,1610612737,98
536,0022100479,20211223,7:30 PM ET,1610612748,115,1610612765,112
537,0022100480,20211223,7:30 PM ET,1610612752,117,1610612764,124
538,0022100481,20211223,8:30 PM ET,1610612742,95,1610612749,102
539,0022100482,20211223,9:00 PM ET,1610612743,107,1610612766,115
540,0022100483,20211223,9:00 PM ET,1610612756,113,1610612760,101
541,0022100484,20211223,9:00 PM ET,1610612762,128,1610612750,116
542,0022100485,20211223,10:00 PM ET,1610612744,113,1610612763,104
543,0022100487,20211223,10:30 PM ET,1610612747,110,1610612759,138
544,0022100488,20211225,12:00 PM ET,1610612752,101,1610612737,87
545,0022100489,20211225,2:30 PM ET,1610612749,117,1610612738,113
546,0022100490,20211225,5:00 PM ET,1610612756,107,1610612744,116
547,0022100491,20211225,8:00 PM ET,1610612747,115,1610612751,122
548,0022100492,20211225,10:30 PM ET,1610612762,120,1610612742,116
549,0022100493,20211226,3:30 PM ET,1610612748,93,1610612753,83
550,0022100494,20211226,6:00 PM ET,1610612739,144,1610612761,99
551,0022100495,20211226,6:00 PM ET,1610612764,96,1610612755,117
552,0022100496,20211226,6:00 PM ET,1610612758,102,1610612763,127
553,0022100497,20211226,7:00 PM ET,1610612760,117,1610612740,112
554,0022100498,20211226,7:00 PM ET,1610612759,144,1610612765,109
555,0022100499,20211226,8:00 PM ET,1610612741,113,1610612754,105
556,0022100500,20211226,9:00 PM ET,1610612746,100,1610612743,103
557,0022100501,20211227,7:00 PM ET,1610612766,123,1610612745,99
558,0022100502,20211227,7:30 PM ET,1610612737,118,1610612741,130
559,0022100503,20211227,8:00 PM ET,1610612750,108,1610612738,103
560,0022100504,20211227,8:30 PM ET,1610612759,104,1610612762,110
561,0022100505,20211227,9:00 PM ET,1610612756,113,1610612763,114
562,0022100506,20211227,10:00 PM ET,1610612757,117,1610612742,132
563,0022100507,20211227,10:30 PM ET,1610612746,108,1610612751,124
564,0022100508,20211228,7:00 PM ET,1610612753,110,1610612749,127
565,0022100509,20211228,7:30 PM ET,1610612748,119,1610612764,112
566,0022100510,20211228,7:30 PM ET,1610612761,109,1610612755,114
567,0022100511,20211228,8:00 PM ET,1610612745,123,1610612747,132
568,0022100512,20211228,8:00 PM ET,1610612750,88,1610612752,96
569,0022100513,20211228,8:00 PM ET,1610612740,108,1610612739,104
570,0022100514,20211228,10:00 PM ET,1610612744,86,1610612743,89
571,0022100515,20211228,10:00 PM ET,1610612758,117,1610612760,111
572,0022100516,20211229,7:00 PM ET,1610612765,85,1610612752,94
573,0022100517,20211229,7:00 PM ET,1610612754,108,1610612766,116
574,0022100518,20211229,7:30 PM ET,1610612738,82,1610612746,91
575,0022100519,20211229,8:00 PM ET,1610612741,131,1610612737,117
576,0022100520,20211229,8:00 PM ET,1610612763,104,1610612747,99
577,0022100522,20211229,9:00 PM ET,1610612756,115,1610612760,97
578,0022100523,20211229,10:00 PM ET,1610612757,105,1610612762,120
579,0022100524,20211229,10:30 PM ET,1610612758,95,1610612742,94
580,0022100525,20211230,7:00 PM ET,1610612751,102,1610612755,110
581,0022100526,20211230,7:00 PM ET,1610612753,118,1610612749,136
582,0022100527,20211230,7:00 PM ET,1610612764,110,1610612739,93
583,0022100529,20211231,1:00 PM ET,1610612738,123,1610612756,108
584,0022100530,20211231,3:00 PM ET,1610612754,106,1610612741,108
585,0022100531,20211231,6:00 PM ET,1610612758,96,1610612742,112
586,0022100532,20211231,7:00 PM ET,1610612745,110,1610612748,120
587,0022100533,20211231,7:30 PM ET,1610612739,118,1610612737,121
588,0022100534,20211231,7:30 PM ET,1610612761,116,1610612746,108
589,0022100535,20211231,8:00 PM ET,1610612763,118,1610612759,105
590,0022100536,20211231,8:00 PM ET,1610612760,95,1610612752,80
591,0022100537,20211231,9:00 PM ET,1610612762,120,1610612750,108
592,0022100538,20211231,10:30 PM ET,1610612747,139,1610612757,106
593,0022100539,20220101,6:30 PM ET,1610612749,136,1610612740,113
594,0022100540,20220101,7:00 PM ET,1610612765,117,1610612759,116
595,0022100541,20220101,7:00 PM ET,1610612764,119,1610612741,120
596,0022100542,20220101,7:30 PM ET,1610612751,116,1610612746,120
597,0022100543,20220101,8:00 PM ET,1610612745,111,1610612743,124
598,0022100544,20220101,9:00 PM ET,1610612762,116,1610612744,123
599,0022100545,20220102,3:30 PM ET,1610612761,120,1610612752,105
600,0022100546,20220102,6:00 PM ET,1610612738,116,1610612753,111
601,0022100547,20220102,6:00 PM ET,1610612739,108,1610612754,104
602,0022100548,20220102,6:00 PM ET,1610612758,115,1610612748,113
603,0022100549,20220102,7:00 PM ET,1610612766,99,1610612756,133
604,0022100550,20220102,7:00 PM ET,1610612760,86,1610612742,95
605,0022100551,20220102,9:30 PM ET,1610612747,108,1610612750,103
606,0022100552,20220103,7:00 PM ET,1610612755,133,1610612745,113
607,0022100553,20220103,7:00 PM ET,1610612764,124,1610612766,121
608,0022100554,20220103,7:30 PM ET,1610612751,104,1610612763,118
609,0022100555,20220103,8:00 PM ET,1610612741,102,1610612753,98
610,0022100556,20220103,8:00 PM ET,1610612749,106,1610612765,115
611,0022100557,20220103,8:00 PM ET,1610612740,104,1610612762,115
612,0022100558,20220103,8:30 PM ET,1610612742,103,1610612743,89
613,0022100559,20220103,10:00 PM ET,1610612744,115,1610612748,108
614,0022100560,20220103,10:00 PM ET,1610612757,136,1610612737,131
615,0022100561,20220103,10:30 PM ET,1610612746,104,1610612750,122
616,0022100562,20220104,7:00 PM ET,1610612739,106,1610612763,110
617,0022100563,20220104,7:00 PM ET,1610612761,129,1610612759,104
618,0022100564,20220104,7:30 PM ET,1610612752,104,1610612754,94
619,0022100565,20220104,8:00 PM ET,1610612740,110,1610612756,123
620,0022100566,20220104,10:30 PM ET,1610612747,122,1610612758,114
621,0022100567,20220105,7:00 PM ET,1610612766,140,1610612765,111
622,0022100568,20220105,7:00 PM ET,1610612753,106,1610612755,116
623,0022100569,20220105,7:00 PM ET,1610612764,111,1610612745,114
624,0022100570,20220105,7:30 PM ET,1610612738,97,1610612759,99
625,0022100571,20220105,7:30 PM ET,1610612754,121,1610612751,129
626,0022100572,20220105,7:30 PM ET,1610612742,99,1610612744,82
627,0022100573,20220105,8:00 PM ET,1610612749,111,1610612761,117
628,0022100574,20220105,8:00 PM ET,1610612750,98,1610612760,90
629,0022100575,20220105,10:00 PM ET,1610612743,109,1610612762,115
630,0022100576,20220105,10:00 PM ET,1610612757,109,1610612748,115
631,0022100577,20220105,10:00 PM ET,1610612758,102,1610612737,108
632,0022100578,20220106,7:30 PM ET,1610612752,108,1610612738,105
633,0022100579,20220106,8:00 PM ET,1610612763,118,1610612765,88
634,0022100580,20220106,8:00 PM ET,1610612740,101,1610612744,96
635,0022100581,20220106,10:00 PM ET,1610612756,106,1610612746,89
636,0022100582,20220107,7:00 PM ET,1610612755,119,1610612759,100
637,0022100583,20220107,7:30 PM ET,1610612751,109,1610612749,121
638,0022100584,20220107,7:30 PM ET,1610612761,122,1610612762,108
639,0022100585,20220107,8:00 PM ET,1610612741,130,1610612764,122
640,0022100586,20220107,8:00 PM ET,1610612745,106,1610612742,130
641,0022100587,20220107,8:00 PM ET,1610612760,105,1610612750,135
642,0022100588,20220107,9:00 PM ET,1610612743,121,1610612758,111
643,0022100589,20220107,10:00 PM ET,1610612747,134,1610612737,118
644,0022100590,20220107,10:00 PM ET,1610612757,101,1610612739,114
645,0022100591,20220108,3:30 PM ET,1610612746,108,1610612763,123
646,0022100592,20220108,7:00 PM ET,1610612766,114,1610612749,106
647,0022100593,20220108,7:00 PM ET,1610612765,97,1610612753,92
648,0022100594,20220108,7:00 PM ET,1610612754,125,1610612762,113
649,0022100595,20220108,7:30 PM ET,1610612738,99,1610612752,75
650,0022100596,20220108,9:00 PM ET,1610612756,100,1610612748,123
651,0022100602,20220109,12:00 PM ET,1610612751,121,1610612759,119
652,0022100597,20220109,3:30 PM ET,1610612746,106,1610612737,93
653,0022100598,20220109,6:00 PM ET,1610612753,100,1610612764,102
654,0022100599,20220109,6:00 PM ET,1610612761,105,1610612740,101
655,0022100600,20220109,7:00 PM ET,1610612745,123,1610612750,141
656,0022100601,20220109,7:00 PM ET,1610612760,95,1610612743,99
657,0022100603,20220109,7:30 PM ET,1610612742,113,1610612741,99
658,0022100604,20220109,8:30 PM ET,1610612744,96,1610612739,82
659,0022100605,20220109,9:00 PM ET,1610612757,103,1610612758,88
660,0022100606,20220109,9:30 PM ET,1610612747,119,1610612763,127
661,0022100607,20220110,7:00 PM ET,1610612766,103,1610612749,99
662,0022100608,20220110,7:00 PM ET,1610612765,126,1610612762,116
663,0022100609,20220110,7:30 PM ET,1610612738,101,1610612754,98
664,0022100610,20220110,7:30 PM ET,1610612752,111,1610612759,96
665,0022100711,20220110,8:00 PM ET,1610612745,91,1610612755,111
666,0022100486,20220110,10:00 PM ET,1610612757,114,1610612751,108
667,0022100611,20220110,10:00 PM ET,1610612758,108,1610612739,109
668,0022100612,20220111,7:00 PM ET,1610612764,122,1610612760,118
669,0022100613,20220111,7:30 PM ET,1610612761,95,1610612756,99
670,0022100415,20220111,8:00 PM ET,1610612741,133,1610612765,87
671,0022100614,20220111,8:00 PM ET,1610612763,116,1610612744,108
672,0022100615,20220111,8:00 PM ET,1610612740,128,1610612750,125
673,0022100616,20220111,10:30 PM ET,1610612746,87,1610612743,85
674,0022100618,20220112,7:00 PM ET,1610612754,100,1610612738,119
675,0022100619,20220112,7:00 PM ET,1610612755,98,1610612766,109
676,0022100620,20220112,7:00 PM ET,1610612764,112,1610612753,106
677,0022100621,20220112,7:30 PM ET,1610612737,91,1610612748,115
678,0022100622,20220112,7:30 PM ET,1610612752,108,1610612742,85
679,0022100623,20220112,8:30 PM ET,1610612759,124,1610612745,128
680,0022100624,20220112,9:00 PM ET,1610612762,91,1610612739,111
681,0022100625,20220112,10:00 PM ET,1610612741,112,1610612751,138
682,0022100626,20220112,10:00 PM ET,1610612758,125,1610612747,116
683,0022100627,20220113,7:30 PM ET,1610612749,118,1610612744,99
684,0022100628,20220113,8:00 PM ET,1610612763,116,1610612750,108
685,0022100629,20220113,8:00 PM ET,1610612740,113,1610612746,89
686,0022100630,20220113,8:30 PM ET,1610612751,109,1610612760,130
687,0022100631,20220113,10:00 PM ET,1610612743,140,1610612757,108
688,0022100632,20220114,7:00 PM ET,1610612766,109,1610612753,116
689,0022100633,20220114,7:00 PM ET,1610612765,103,1610612761,87
690,0022100634,20220114,7:00 PM ET,1610612754,94,1610612756,112
691,0022100635,20220114,7:00 PM ET,1610612755,111,1610612738,99
692,0022100637,20220114,7:30 PM ET,1610612741,96,1610612744,138
693,0022100636,20220114,8:00 PM ET,1610612748,124,1610612737,118
694,0022100638,20220114,8:30 PM ET,1610612759,109,1610612739,114
695,0022100639,20220114,10:00 PM ET,1610612763,85,1610612742,112
696,0022100640,20220114,10:00 PM ET,1610612758,126,1610612745,114
697,0022100641,20220115,6:30 PM ET,1610612749,96,1610612761,103
698,0022100642,20220115,7:00 PM ET,1610612764,110,1610612757,115
